Id;Kód MU;Zahájení;Název projektu;Řešitel (MU);UČO;Ukončení;Role MU;Investor/Program/Podprogram;HS/součást MU;Pracoviště HS/součásti;Další HS/součást MU;Finance pro MU;- měna;Apl. výzkum;Anotace;Příslušné pracoviště MU
39626;MUNI/FR/0967/2017;1.1.2018;Increasing the interactivity and effectiveness of teaching practical exercises in Biology;prof. MUDr. David Šmajs, Ph.D.;1116;31.12.2018;Příjemce;MU / FRMU;LF;Biologický ústav;;74 900;Kč;Ne;objectives of the project are:;Odbor pro rozvoj (OPR)
39625;MUNI/FR/0982/2017;1.1.2018;Modernization of teaching in the field of management of guided bone regeneration and reconstruction of large bone defects of the jaws within the teaching of Parodontology and Guided Tissue and Bone Regeneration and Implantology;MDDr. Jiří Otrusina;213990;31.12.2018;Příjemce;MU / FRMU;LF;Stomatologická klinika;;96 850;Kč;Ne;i) to identify circulating microRNAs that would facilitate (a) the differential diagnosis of dyspnea and proteinuria (b) the determination of the etiology of hypertension and sleep apnea in patients with hypertension (c) that would facilitate the estimation of recurrence of atrial fibrillation after catheter ablation;Odbor pro rozvoj (OPR)
39627;MUNI/FR/1035/2017;1.1.2018;Multimedia aids for teaching anatomy in English;RNDr. Michaela Račanská, Ph.D.;10489;31.12.2018;Příjemce;MU / FRMU;LF;Anatomický ústav;;65 600;Kč;Ne;(ii) identify new markers allowing the diff. dg. of pancreatic lesions and the statification of patients with acute/chronic pancreatitis;Odbor pro rozvoj (OPR)
39607;MUNI/FR/1097/2017;1.1.2018;Modernization of the teaching of prosthetic treatment of the oral cavity and increasing the qualifications of teachers in the course Prosthetic Dentistry Exercises II - VI.;MDDr. Petra Nevoránková;176756;31.12.2018;Příjemce;MU / FRMU;LF;Stomatologická klinika;;93 350;Kč;Ne;(iii) to expand the database of patients with type 2 diabetes mellitus focusing on their cardiovascular outcome and to further contribute to the understanding of the importance of the gasotransmitter H2S (hydrogen sulfide) in the pathophysiology of the development of diabetic complications;Odbor pro rozvoj (OPR)
39616;MUNI/FR/1113/2017;1.1.2018;Innovation of teaching aids for students in the Health Laboratory Technician programme;doc. RNDr. Petr Vaňhara, Ph.D.;43385;31.12.2018;Příjemce;MU / FRMU;LF;Ústav histologie a embryologie;;99 467;Kč;Ne;iv) to determine the prevalence and further prognosis of the disease in patients with alcoholic cardiomyopathy;Odbor pro rozvoj (OPR)
39615;MUNI/FR/1120/2017;1.1.2018;"Creation of the textbook ""Selected chapters of general pharmacology for students of general and dental medicine at the Faculty of Medicine of the Medical University of Prague""";doc. Mgr. MVDr. Leoš Landa, Ph.D.;70449;31.12.2018;Příjemce;MU / FRMU;LF;Farmakologický ústav;;98 550;Kč;Ne;The project will involve Ph.D. students of the Second Internal Medicine Clinic of FNUSA and their supervisors, as well as assigned undergraduate students interested in scientific activities. The Ph.D. students and supervisors will be responsible for patient recruitment, and the undergraduate students will be involved in database generation and molecular biology/biochemistry methods.;Odbor pro rozvoj (OPR)
39617;MUNI/FR/1164/2017;1.1.2018;Innovation of preclinical courses of the Faculty of Medicine: textbook Selected chapters of cell physiology;MUDr. Jaromír Gumulec, Ph.D.;185198;31.12.2018;Příjemce;MU / FRMU;LF;Ústav patologické fyziologie;;99 400;Kč;Ne; Outcomes of the project in 2018 will include the presentation of original results at local and possibly international conferences and the publication of abstracts in the previous year, as well as the preparation of original papers for publication in a journal with impact factor. Ph.D. students will also collect data for their dissertations;Odbor pro rozvoj (OPR)
39614;MUNI/FR/1170/2017;1.1.2018;Extended preparation for the Bachelor's degree in Biomedical Engineering and Bioinformatics;Ing. Jana Hrušková, Ph.D.;345402;31.12.2018;Příjemce;MU / FRMU;LF;Fyziologický ústav;;98 170;Kč;Ne;"Chest pain is a potentially life-threatening condition. 20-40% of patients with chest pain seen in emergency departments have acute coronary syndrome. Current recommendations for the diagnosis and treatment of acute coronary syndrome favour the use of high-sensitivity troponin (hs-Tn) for very rapid diagnosis and risk stratification. The cut-off values used to assess the dynamics for the so-called rule-out/rule-in protocols (0-1h/ 0-3h protocol) are based on the monitoring of large patient cohorts, but no prospective validation of these established procedures in real clinical practice has been performed so far. The aim of this study is to prospectively validate the newly proposed algorithms in patients with chest pain using hs-Tn ; to compare the safety and efficacy of the shortened 0-1h protocol with the recommended 0-3h protocol; to evaluate the use of hs-Tn to identify patients with myocardial infarction II.type (secondary ischaemia in patients with hypertensive crisis, tachyarrhythmias, etc.) and to determine the contribution of echocardiography in the decision-making algorithm in patients with chest pain. A total of approximately 1300 patients are planned to be evaluated with a final diagnosis made on the basis of all available investigative methods and a prospective 3-month follow-up. The prospective observational study was initiated in 2017. Support for specific research is planned to support the ongoing project, with a further aim to involve other centres. Currently, approximately 200 patients have been enrolled according to the current protocol.";Odbor pro rozvoj (OPR)
39608;MUNI/FR/1171/2017;1.1.2018;Aesthetic fillings made using the latest technologies in the teaching of Conservative Dentistry;MDDr. Julie Bartáková;378870;31.12.2018;Příjemce;MU / FRMU;LF;Stomatologická klinika;;98 340;Kč;Ne;Glioblastoma is the most aggressive glial tumour with a progressive behaviour and a very unfavourable prognosis. The main obstacle in the effective treatment of glioblastoma is its invasive growth into peritumoral brain tissue limiting the effect of resection and its intratumoral biological heterogeneity weakening the efficacy of cancer therapy. Residual disease in the peritumoral brain zone is treated oncologically based on tissue analysis of the tumor mass that was removed at surgery. However, given the high intratumoral heterogeneity, we cannot be certain that the characteristics of the residual disease are the same as those described in the tissue obtained by surgery. This fact may account for the failure of previous efforts at targeted biological therapy for glioblastoma. The aim of this project is to study and describe the heterogeneity of relevant histopathological biomarkers at the resection border of glioblastoma, i.e., the tumor-peritumoral boundary of the tumor infiltration area targeted by adjuvant cancer therapy. A better understanding of residual disease in the peritumoral brain zone is critical to unravel the mechanisms responsible for glioblastoma recurrence in order to optimize surgical resection and develop new therapeutic approaches.;Odbor pro rozvoj (OPR)
39609;MUNI/FR/1172/2017;1.1.2018;Modernization of printing materials for eight teaching chairs;MDDr. Tereza Čuhelová;395472;31.12.2018;Příjemce;MU / FRMU;LF;Stomatologická klinika;;97 453;Kč;Ne;In recent decades, modern diagnostic procedures and imaging-guided interventions have made major advances in the treatment of cancer patients. Not only diagnostic imaging methods have undergone improvements, but also invasive endovascular or intratumoral treatment techniques. Advances in diagnostics allow searching for malignant disease in its early stages, allow more detailed characterization of the patient's diseased tissue, and provide information about the individual characteristics of a particular lesion. The integration of the findings of these new diagnostic methods into the patient's therapeutic plan enables the individualization of procedures in modern oncological treatment. Minimally invasive radiological-oncological interventions not only use imaging methods during surgery, but as the first of the therapeutic methods, they can use a spectrum of advanced imaging methods to monitor treatment response. The aim of the project is to analyse the benefit of specific diagnostic and therapeutic procedures used at the Comprehensive Cancer Centre of the Masaryk Cancer Institute in Brno in collaboration with the University Hospital Brno and the University Hospital U St. Anne in comparison with national data. The research will focus on PET/MR modality, advanced volumetric analysis, correlation of radiological and molecular markers (miRNA). Treatment outcomes for selected diagnoses of primary liver cancer (hepatocellular carcinoma, cholangiocellular carcinoma) and secondary liver cancer (especially metastases from colorectal cancer) where radiological interventional approaches have been used will be critically evaluated in comparison to data from other comprehensive cancer centers where advanced methods were not available. The project is a continuation of a specific research project carried out in 2015 at our clinic within the framework of the Masaryk University Faculty of Medicine projects.;Odbor pro rozvoj (OPR)
39965;MUNI/FR/1182/2017;1.1.2018;Innovation of the course Nursing in internal medicine - exercises;Mgr. Petra Juřeníková, Ph.D.;56694;31.12.2018;Příjemce;MU / FRMU;LF;Ústav zdravotnických věd;;54 000;Kč;Ne;Resectional epilepsy surgery is currently the only potentially curative treatment method in epileptology. However, the selection of suitable candidates for surgery is not easy and cannot be done without ancillary paraclinical examinations that help to define the epileptogenic zone (the area of the brain whose surgical removal will lead to seizure-free survival). A standard part of this pre-surgical preparation is, among other things, visual analysis of interictal brain PET, which is, however, largely subjective. The objective output of this examination is offered only by its advanced processing based on the principle of statistical parametric mapping (SPM), which can be performed by two methods - global normalization (GN) and asymmetry index (AI). Since cortical functional activity, which can be defined on the basis of local metabolic changes using PET, is subject to maturation and different parts of the cortex are more active than others at different ages, it is difficult to establish a universal childhood norm. The aim of this project is therefore to compare the two SPM methodologies in paediatric patients and to evaluate whether a control group of adult patients can be used for the paediatric population.;Odbor pro rozvoj (OPR)
